isNewVisitor,fullReferrerIsSet,mediumIsSet,networkDomainIsSet,networkLocationIsSet,landingPagePathIsSet,sessions,bounceRate,pageviewsPerSession,timeOnPage,source,isSpam
0,1,1,1,1,1,1,0,9,212,google,0
0,1,1,1,1,1,1,0,7,27,google,0
0,1,1,1,1,1,1,0,4,997,google,0
0,1,1,1,1,1,1,0,16,1707,google,0
0,1,1,1,1,1,1,0,27,303,google,0
0,1,1,1,1,1,1,0,3,233,google,0
0,1,1,1,1,1,1,0,4,351,google,0
0,1,1,1,1,1,2,50,2,834,google,0
0,1,1,1,1,1,2,50,1.5,104,google,0
0,1,1,1,1,1,1,0,3,979,google,0
0,1,1,1,1,1,3,66.666664,1.3333334,1501,google,0
0,1,1,1,1,1,1,0,2,112,google,0
0,1,1,1,1,1,1,0,4,173,google,0
0,1,1,1,1,1,1,0,3,348,google,0
0,1,1,1,1,1,2,50,1.5,79,google,0
0,1,1,1,1,1,2,0,12.5,110,google,0
0,1,1,1,1,1,2,50,1.5,1157,google,0
0,1,1,1,1,1,1,0,2,37,google,0
0,1,1,1,1,1,1,0,9,1396,google,0
0,1,1,1,1,1,1,0,36,839,google,0
0,1,1,1,1,1,1,0,3,37,google,0
0,1,1,1,1,1,1,0,4,312,google,0
0,1,1,1,1,1,1,0,5,906,google,0
0,1,1,1,1,1,1,0,4,245,google,0
0,1,1,1,1,1,1,0,2,77,google,0
0,1,1,1,1,1,1,0,7,1402,google,0
0,1,1,1,1,1,1,0,2,18,google,0
0,1,1,1,1,1,3,66.666664,3,134,google,0
0,1,1,1,1,1,1,0,8,880,google,0
0,1,1,1,1,1,1,0,2,1458,google,0
0,1,1,1,1,1,1,0,3,198,google,0
0,1,1,1,1,1,2,50,2,342,google,0
0,1,1,1,1,1,1,0,2,28,google,0
0,1,1,1,1,1,3,33.333332,2.6666667,102,google,0
0,1,1,1,1,1,6,66.666664,1.3333334,1115,google,0
0,1,1,1,1,1,2,50,1.5,172,google,0
0,1,1,1,1,1,2,50,2,250,google,0
0,1,1,1,1,1,1,0,31,1180,google,0
0,1,1,1,1,1,1,0,8,125,google,0
0,1,1,1,1,1,1,0,56,1191,google,0
0,1,1,1,1,1,1,0,3,15,google,0
0,1,1,1,1,1,1,0,5,426,google,0
0,1,1,1,1,1,1,0,5,308,google,0
0,1,1,1,1,1,1,0,2,180,google,0
0,1,1,1,1,1,3,66.666664,1.3333334,995,google,0
0,1,1,1,1,1,1,0,4,148,google,0
0,1,1,1,1,1,2,50,20,155,google,0
0,1,1,1,1,1,2,0,9.5,150,google,0
0,1,1,1,1,1,3,66.666664,2.3333333,126,google,0
0,1,1,1,1,1,2,50,2,76,google,0
0,1,1,1,1,1,1,0,2,433,google,0
0,1,1,1,1,1,1,0,4,156,google,0
0,1,1,1,1,1,1,0,3,61,google,0
0,1,1,1,1,1,1,0,4,346,google,0
0,1,1,1,1,1,1,0,15,1763,google,0
0,1,1,1,1,1,1,0,10,13,google,0
0,1,1,1,1,1,1,0,3,166,google,0
0,1,1,1,1,1,1,0,7,84,google,0
0,1,1,1,1,1,1,0,8,131,google,0
0,1,1,1,1,1,1,0,16,585,google,0
0,1,1,1,1,1,1,0,2,181,google,0
0,1,1,1,1,1,4,50,2.75,2017,google,0
0,1,1,1,1,1,1,0,2,33,google,0
0,1,1,1,1,1,1,0,2,56,google,0
0,1,1,1,1,1,2,50,1.5,51,google,0
0,1,1,1,1,1,1,0,23,953,google,0
0,1,1,1,1,1,1,0,14,111,google,0
0,1,1,1,1,1,2,50,2.5,346,google,0
0,1,1,1,1,1,1,0,5,86,google,0
0,1,1,1,1,1,1,0,2,347,google,0
0,1,1,1,1,1,1,0,3,80,google,0
0,1,1,1,1,1,1,0,3,16,google,0
0,1,1,1,1,1,1,0,2,47,google,0
0,1,1,1,1,1,1,0,4,412,google,0
0,1,1,1,1,1,1,0,2,500,google,0
0,1,1,1,1,1,1,0,2,593,google,0
0,1,1,1,1,1,2,50,2,125,google,0
0,1,1,1,1,1,1,0,15,418,google,0
0,1,1,1,1,1,1,0,5,49,google,0
0,1,1,1,1,1,1,0,9,928,google,0
0,1,1,1,1,1,1,0,2,1009,google,0
0,1,1,1,1,1,1,0,2,142,google,0
0,1,1,1,1,1,1,0,3,114,google,0
0,1,1,1,1,1,1,0,2,82,google,0
0,1,1,1,1,1,1,0,13,402,google,0
0,1,1,1,1,1,2,50,1.5,864,google,0
0,1,1,1,1,1,2,50,2,135,google,0
0,1,1,1,1,1,1,0,2,128,google,0
0,1,1,1,1,1,1,0,3,203,google,0
0,1,1,1,1,1,1,0,9,110,google,0
0,1,1,1,1,1,1,0,3,766,google,0
0,1,1,1,1,1,1,0,5,723,google,0
0,1,1,1,1,1,1,0,12,939,google,0
0,1,1,1,1,1,1,0,4,71,google,0
0,1,1,1,1,1,1,0,2,60,google,0
0,1,1,1,1,1,1,0,2,1110,google,0
0,1,1,1,1,1,1,0,2,135,google,0
0,1,1,1,1,1,2,50,3,96,google,0
0,1,1,1,1,1,1,0,2,12,google,0
0,1,1,1,1,1,2,50,1.5,839,google,0
0,1,1,1,1,1,1,0,2,331,google,0
0,1,1,1,1,1,1,0,5,40,google,0
0,1,1,1,1,1,1,0,2,283,google,0
0,1,1,1,1,1,2,50,2.5,177,google,0
0,1,1,1,1,1,2,0,2,982,google,0
0,1,1,1,1,1,1,0,2,67,google,0
0,1,1,1,1,1,1,0,6,823,google,0
0,1,1,1,1,1,1,0,6,301,google,0
0,1,1,1,1,1,1,0,2,209,google,0
0,1,1,1,1,1,1,0,2,1733,google,0
0,1,1,1,1,1,1,0,3,1758,google,0
0,1,1,1,1,1,1,0,2,74,google,0
0,1,1,1,1,1,1,0,3,513,google,0
0,1,1,1,1,1,1,0,27,92,google,0
0,1,1,1,1,1,2,50,1.5,278,google,0
0,1,1,1,1,1,3,66.666664,5.6666665,5063,google,0
0,1,1,1,1,1,1,0,2,1173,google,0
0,1,1,1,1,1,1,0,2,21,google,0
0,1,1,1,1,1,1,0,5,413,google,0
0,1,1,1,1,1,1,0,3,89,google,0
0,1,1,1,1,1,1,0,6,203,google,0
0,1,1,1,1,1,3,33.333332,1.6666666,791,google,0
0,1,1,1,1,1,1,0,2,68,google,0
0,1,1,1,1,1,1,0,2,273,google,0
0,1,1,1,1,1,1,0,2,688,google,0
0,1,1,1,1,1,1,0,3,145,google,0
0,1,1,1,1,1,2,50,2,1421,google,0
0,1,1,1,1,1,1,0,2,98,google,0
0,1,1,1,1,1,1,0,2,17,google,0
0,1,1,1,1,1,1,0,5,186,google,0
0,1,1,1,1,1,2,50,1.5,1319,google,0
0,1,1,1,1,1,1,0,2,158,google,0
0,1,1,1,1,1,1,0,3,706,google,0
0,1,1,1,1,1,1,0,5,288,google,0
0,1,1,1,1,1,1,0,3,546,google,0
0,1,1,1,1,1,1,0,6,252,google,0
0,1,1,1,1,1,2,0,3.5,306,google,0
0,1,1,1,1,1,1,0,3,118,google,0
0,1,1,1,1,1,1,0,2,71,google,0
0,1,1,1,1,1,3,66.666664,2,83,google,0
0,1,1,1,1,1,1,0,14,920,google,0
0,1,1,1,1,1,1,0,3,135,google,0
0,1,1,1,1,1,1,0,2,90,google,0
0,1,1,1,1,1,1,0,2,0,google,0
0,1,1,1,1,1,1,0,5,262,google,0
0,1,1,1,1,1,1,0,2,861,google,0
0,1,1,1,1,1,1,0,4,100,google,0
0,1,1,1,1,1,1,0,11,650,google,0
0,1,1,1,1,1,2,50,2,643,google,0
0,1,1,1,1,1,1,0,2,197,google,0
0,1,1,1,1,1,1,0,2,79,google,0
0,1,1,1,1,1,1,0,2,26,google,0
0,1,1,1,1,1,2,50,1.5,19,google,0
0,1,1,1,1,1,2,50,2,173,google,0
0,1,1,1,1,1,1,0,5,230,google,0
0,1,1,1,1,1,1,0,2,41,google,0
0,1,1,1,1,1,1,0,6,276,google,0
0,1,1,1,1,1,3,66.666664,1.6666666,878,google,0
0,1,1,1,1,1,1,0,2,57,google,0
0,1,1,1,1,1,1,0,3,165,google,0
0,1,1,1,1,1,5,60,1.6,504,google,0
0,1,1,1,1,1,4,75,1.25,333,google,0
0,1,1,1,1,1,1,0,22,583,google,0
0,1,1,1,1,0,1,0,2,18,google,0
0,1,1,1,1,1,1,0,2,59,google,0
0,1,1,1,1,1,1,0,2,31,google,0
0,1,1,1,1,1,1,0,3,87,google,0
0,1,1,1,1,1,1,0,3,310,google,0
0,1,1,1,1,1,6,50,2,847,google,0
0,1,1,1,1,1,1,0,2,1778,google,0
0,1,1,1,1,0,1,0,2,5,google,0
0,1,1,1,1,1,1,0,3,1298,google,0
0,1,1,1,1,1,1,0,3,73,google,0
0,1,1,1,1,1,1,0,2,62,google,0
0,1,1,1,1,1,1,0,3,340,google,0
0,1,1,1,1,1,1,0,2,738,google,0
0,1,1,1,1,1,1,0,4,16,google,0
0,1,1,1,1,1,2,50,6.5,1428,google,0
0,1,1,1,1,1,1,0,2,22,google,0
0,1,1,1,1,1,1,0,15,57,google,0
0,1,1,1,1,1,1,0,4,368,google,0
0,1,1,1,1,1,2,50,2,144,google,0
0,1,1,1,1,1,2,50,5.5,140,google,0
0,1,1,1,1,1,1,0,5,409,google,0
0,1,1,1,1,1,1,0,39,1127,google,0
0,1,1,1,1,1,1,0,2,32,google,0
0,1,1,1,1,1,1,0,7,43,google,0
0,1,1,1,1,1,1,0,7,395,google,0
0,1,1,1,1,1,1,0,7,26,google,0
0,1,1,1,1,1,6,100,1,0,google,0
0,1,1,1,1,1,1,0,2,288,google,0
0,1,1,1,1,1,1,0,2,139,google,0
0,1,1,1,1,1,1,0,2,374,google,0
0,1,1,1,1,1,1,0,17,64,google,0
0,1,1,1,1,1,1,0,3,268,google,0
0,1,1,1,1,1,1,0,3,22,google,0
0,1,1,1,1,1,4,50,5.75,1211,google,0
0,1,1,1,1,1,6,83.333336,1.1666666,1495,google,0
0,1,1,1,1,1,1,0,20,358,google,0
0,1,1,1,1,1,1,0,3,98,google,0
0,1,1,1,1,1,5,60,1.4,59,google,0
0,1,1,1,1,1,6,66.666664,1.3333334,1461,google,0
0,1,1,1,1,1,1,0,20,2048,google,0
0,1,1,1,1,1,6,66.666664,1.5,2344,google,0
0,1,1,1,1,1,1,0,3,1210,google,0
0,1,1,1,1,1,1,0,5,1259,google,0
0,1,1,1,1,1,1,0,7,227,google,0
0,1,1,1,1,1,1,0,2,133,google,0
0,1,1,1,1,1,1,0,56,2214,google,0
0,1,1,1,1,1,1,0,2,225,google,0
0,1,1,1,1,1,1,0,2,165,google,0
0,1,1,1,1,1,7,71.42857,1.2857143,312,google,0
0,1,1,1,1,1,20,85,1.3,426,google,0
0,1,1,1,1,1,3,66.666664,1.6666666,156,google,0
0,1,1,1,1,1,2,50,1.5,359,google,0
0,1,1,1,1,1,5,40,2.8,127,google,0
0,1,1,1,1,1,12,83.333336,1.3333334,136,google,0
0,1,1,1,1,1,3,33.333332,5,627,google,0
0,1,1,1,1,1,3,33.333332,2.3333333,352,google,0
0,1,1,1,1,1,11,63.636364,1.7272727,494,google,0
0,1,1,1,1,1,1,0,2,581,google,0
0,1,1,1,1,1,1,0,2,36,google,0
0,1,1,1,1,1,1,0,3,1504,google,0
0,1,1,1,1,1,1,0,2,508,google,0
0,1,1,1,1,1,4,75,1.5,1991,google,0
0,1,1,1,1,1,1,0,2,115,google,0
0,1,1,1,1,1,1,0,3,106,google,0
0,1,1,1,1,1,1,0,3,35,google,0
0,1,1,1,1,1,2,50,1.5,722,google,0
0,1,1,1,1,1,2,50,2,1234,google,0
0,1,1,1,1,1,1,0,2,70,google,0
0,1,1,1,1,1,3,33.333332,3,1770,google,0
0,1,1,1,1,1,1,0,2,719,google,0
0,1,1,1,1,1,1,0,4,21,google,0
0,1,1,1,1,1,2,50,2,91,google,0
0,1,1,1,1,1,1,0,5,822,google,0
0,1,1,1,1,1,1,0,2,257,google,0
0,1,1,1,1,1,3,66.666664,1.6666666,336,google,0
0,1,1,1,1,1,1,0,4,58,google,0
0,1,1,1,1,1,1,0,3,387,google,0
0,1,1,1,1,1,1,0,4,33,google,0
0,1,1,1,1,1,1,0,3,552,google,0
0,1,1,1,1,1,1,0,2,1372,google,0
0,1,1,1,1,1,1,0,4,459,google,0
0,1,1,1,1,1,1,0,11,104,google,0
0,1,1,1,1,1,1,0,9,164,google,0
0,1,1,1,1,1,1,0,2,125,google,0
0,1,1,1,1,1,1,0,13,2030,google,0
0,1,1,1,1,1,2,50,1.5,1629,google,0
0,1,1,1,1,1,2,50,5,526,google,0
0,1,1,1,1,1,1,0,2,1706,google,0
0,1,1,1,1,1,1,0,20,1278,google,0
0,1,1,1,1,1,1,0,3,68,google,0
0,1,1,1,1,1,1,0,8,462,google,0
0,1,1,1,1,1,1,0,7,1847,google,0
0,1,1,1,1,1,2,50,5,1635,google,0
0,1,1,1,1,1,1,0,3,75,google,0
0,1,1,1,1,1,1,0,4,804,google,0
0,1,1,1,1,1,2,50,2.5,640,google,0
0,1,1,1,1,1,1,0,3,23,google,0
0,1,1,1,1,1,1,0,4,140,google,0
0,1,1,1,1,1,3,66.666664,1.3333334,394,google,0
0,1,1,1,1,1,2,50,1.5,209,google,0
0,1,1,1,1,1,4,50,1.5,161,google,0
0,1,1,1,1,1,1,0,3,82,google,0
0,1,1,1,1,1,2,50,1.5,1317,google,0
0,1,1,1,1,1,5,60,2.6,464,google,0
0,1,1,1,1,1,18,50,3.5555556,2466,google,0
0,1,1,1,1,1,2,50,1.5,1581,google,0
0,1,1,1,1,1,1,0,2,604,google,0
0,1,1,1,1,1,10,90,1.1,1482,google,0
0,1,1,1,1,1,1,0,2,357,google,0
0,1,1,1,1,1,16,75,2,464,google,0
0,1,1,1,1,1,5,80,2,40,google,0
0,1,1,1,1,1,5,60,1.8,89,google,0
0,1,1,1,1,1,1,0,3,229,google,0
0,1,1,1,1,1,1,0,2,107,google,0
0,1,1,1,1,1,6,83.333336,1.1666666,15,google,0
0,1,1,1,1,1,1,0,3,78,google,0
0,1,1,1,1,1,1,0,5,20,google,0
0,1,1,1,1,1,1,0,3,116,google,0
0,1,1,1,1,1,1,0,6,488,google,0
0,1,1,1,1,1,1,0,2,365,google,0
0,1,1,1,1,1,1,0,9,868,google,0
0,1,1,1,1,1,2,50,2.5,1288,google,0
0,1,1,1,1,1,4,75,1.25,502,google,0
0,1,1,1,1,1,3,66.666664,1.6666666,2472,google,0
0,1,1,1,1,1,1,0,14,371,google,0
0,1,1,1,1,1,1,0,9,48,google,0
0,1,1,1,1,1,1,0,7,2298,google,0
0,1,1,1,1,1,3,66.666664,4,1852,google,0
0,1,1,1,1,1,1,0,2,305,google,0
0,1,1,1,1,1,1,0,7,42,google,0
0,1,1,1,1,1,1,0,18,85,google,0
0,1,1,1,1,1,1,0,2,109,google,0
0,1,1,1,1,1,2,50,5,397,google,0
0,1,1,1,1,1,1,0,4,332,google,0
0,1,1,1,1,1,1,0,2,429,google,0
0,1,1,1,1,1,1,0,2,1426,google,0
0,1,1,1,1,1,1,0,10,205,google,0
0,1,1,1,1,1,4,50,8.25,202,google,0
0,1,1,1,1,1,1,0,2,1185,google,0
0,1,1,1,1,1,1,0,3,396,google,0
0,1,1,1,1,1,1,0,5,46,google,0
0,1,1,1,1,1,2,0,4.5,1091,google,0
0,1,1,1,1,1,2,50,1.5,42,google,0
0,1,1,1,1,1,1,0,2,145,google,0
0,1,1,1,1,1,1,0,2,648,google,0
0,1,1,1,1,1,2,50,1.5,238,google,0
0,1,1,1,1,1,1,0,2,260,google,0
0,1,1,1,1,1,2,0,2,1407,google,0
0,1,1,1,1,1,1,0,2,555,google,0
0,1,1,1,1,1,1,0,28,1278,google,0
0,1,1,1,1,1,1,0,4,62,google,0
0,1,1,1,1,1,1,0,3,187,google,0
0,1,1,1,1,1,1,0,9,38,google,0
0,1,1,1,1,1,1,0,4,56,google,0
0,1,1,1,1,1,1,0,5,231,google,0
0,1,1,1,1,1,1,0,3,32,google,0
0,1,1,1,1,1,2,50,2.5,1249,google,0
0,1,1,1,1,1,5,40,1.8,2871,google,0
0,1,1,1,1,1,2,50,1.5,12,google,0
0,1,1,1,1,1,4,75,1.5,205,google,0
0,1,1,1,1,1,2,50,4,186,google,0
0,1,1,1,1,1,1,0,2,14,google,0
0,1,1,1,1,1,1,0,2,73,google,0
0,1,1,1,1,1,1,0,2,207,google,0
0,1,1,1,1,1,1,0,3,56,google,0
0,1,1,1,1,1,3,66.666664,1.3333334,298,google,0
0,1,1,1,1,1,1,0,2,35,google,0
0,1,1,1,1,1,1,0,4,139,google,0
0,1,1,1,1,1,1,0,2,108,google,0
0,1,1,1,1,1,1,0,3,525,google,0
0,1,1,1,1,1,3,66.666664,1.6666666,305,google,0
0,1,1,1,1,1,1,0,2,1693,google,0
0,1,1,1,1,1,1,0,15,820,google,0
0,1,1,1,1,1,1,0,7,175,google,0
0,1,1,1,1,1,1,0,4,32,google,0
0,1,1,1,1,1,1,0,3,146,google,0
0,1,1,1,1,1,1,0,5,56,google,0
0,1,1,1,1,1,1,0,2,1321,google,0
0,1,1,1,1,1,1,0,2,431,google,0
0,1,1,1,1,1,1,0,10,19,google,0
0,1,1,1,1,1,1,0,10,75,google,0
0,1,1,1,1,1,1,0,2,240,google,0
0,1,1,1,1,1,1,0,2,9,google,0
0,1,1,1,1,1,1,0,2,124,google,0
0,1,1,1,1,1,1,0,3,161,google,0
0,1,1,1,1,1,1,0,2,252,google,0
0,1,1,1,1,1,2,50,5,435,google,0
0,1,1,1,1,1,1,0,2,3,google,0
0,1,1,1,1,1,1,0,2,217,google,0
0,1,1,1,1,1,2,50,1.5,93,google,0
0,1,1,1,1,1,1,0,4,248,google,0
0,1,1,1,1,1,1,0,22,108,google,0
0,1,1,1,1,1,5,80,1.4,864,google,0
0,1,1,1,1,1,1,0,3,352,google,0
0,1,1,1,1,0,2,100,1,0,google,0
0,1,1,1,1,1,1,0,28,539,google,0
0,1,1,1,1,1,1,0,10,672,google,0
0,1,1,1,1,1,1,0,3,14,google,0
0,1,1,1,1,1,1,0,3,1,google,0
0,1,1,1,1,1,1,0,2,150,google,0
0,1,1,1,1,1,1,0,6,538,google,0
0,1,1,1,1,1,2,0,2,53,google,0
0,1,1,1,1,1,1,0,55,1782,google,0
0,1,1,1,1,1,1,0,15,226,google,0
0,1,1,1,1,1,2,50,1.5,1789,google,0
0,1,1,1,1,1,1,0,2,795,google,0
0,1,1,1,1,1,1,0,5,36,google,0
0,1,1,1,1,0,3,100,1,0,google,0
0,1,1,1,1,1,1,0,4,27,google,0
0,1,1,1,1,1,1,0,2,16,google,0
0,1,1,1,1,1,1,0,2,78,google,0
0,1,1,1,1,1,1,0,2,39,google,0
0,1,1,1,1,1,1,0,15,738,google,0
0,1,1,1,1,1,1,0,42,350,google,0
0,1,1,1,1,1,3,66.666664,1.6666666,63,google,0
0,1,1,1,1,1,1,0,7,51,google,0
0,1,1,1,1,1,1,0,2,49,google,0
0,1,1,1,1,1,1,0,2,353,google,0
0,1,1,1,1,1,1,0,2,11,google,0
0,1,1,1,1,1,2,50,5.5,868,google,0
0,1,1,1,1,1,1,0,2,20,google,0
0,1,1,1,1,1,1,0,5,39,google,0
0,1,1,1,1,1,1,0,5,853,google,0
0,1,1,1,1,1,1,0,2,164,google,0
0,1,1,1,1,1,1,0,4,152,google,0
0,1,1,1,1,1,2,50,1.5,124,google,0
0,1,1,1,1,1,1,0,2,105,google,0
0,1,1,1,1,1,1,0,8,2258,google,0
0,1,1,1,1,1,1,0,20,1540,google,0
0,1,1,1,1,1,1,0,15,2052,google,0
0,1,1,1,1,1,1,0,4,4157,google,0
0,1,1,1,1,1,1,0,2,166,google,0
0,1,1,1,1,1,1,0,3,1026,google,0
0,1,1,1,1,1,1,0,3,33,google,0
0,1,1,1,1,1,1,0,2,910,google,0
0,1,1,1,1,1,1,0,6,1900,google,0
0,1,1,1,1,1,1,0,2,208,google,0
0,1,1,1,1,1,1,0,9,1572,google,0
0,1,1,1,1,1,2,50,3.5,43,google,0
0,1,1,1,1,1,1,0,11,453,google,0
0,1,1,1,1,1,1,0,11,149,google,0
0,1,1,1,1,1,1,0,2,895,google,0
0,1,1,1,1,1,1,0,3,475,google,0
0,1,1,1,1,1,1,0,6,582,google,0
0,1,1,1,1,1,1,0,2,159,google,0
0,1,1,1,1,1,1,0,7,291,google,0
0,1,1,1,1,1,1,0,16,2479,google,0
0,1,1,1,1,1,1,0,22,159,google,0
0,1,1,1,1,1,1,0,2,392,google,0
0,1,1,1,1,1,2,50,2,432,google,0
0,1,1,1,1,1,1,0,9,1104,google,0
0,1,1,1,1,1,1,0,2,196,google,0
0,1,1,1,1,1,1,0,2,972,google,0
0,1,1,1,1,1,1,0,3,1171,google,0
0,1,1,1,1,1,1,0,3,579,google,0
0,1,1,1,1,1,1,0,15,64,google,0
0,1,1,1,1,1,1,0,5,13,google,0
0,1,1,1,1,1,1,0,75,89,google,0
0,1,1,1,1,1,3,33.333332,5.3333335,720,google,0
0,1,1,1,1,1,1,0,6,328,google,0
0,1,1,1,1,1,1,0,2,102,google,0
0,1,1,1,1,1,1,0,8,263,google,0
0,1,1,1,1,1,1,0,4,179,google,0
0,1,1,1,1,1,1,0,2,75,google,0
0,1,1,1,1,1,1,0,2,1263,google,0
0,1,1,1,1,1,1,0,3,133,google,0
0,1,1,1,1,1,1,0,3,169,google,0
0,1,1,1,1,1,1,0,3,43,google,0
0,1,1,1,1,1,1,0,2,81,google,0
0,1,1,1,1,1,2,50,8,169,google,0
0,1,1,1,1,1,1,0,9,101,google,0
0,1,1,1,1,1,1,0,3,1159,google,0
0,1,1,1,1,1,1,0,2,324,google,0
0,1,1,1,1,1,1,0,2,822,google,0
0,1,1,1,1,1,1,0,8,1699,google,0
0,1,1,1,1,1,1,0,2,489,google,0
0,1,1,1,1,1,1,0,2,146,google,0
0,1,1,1,1,1,3,33.333332,1.6666666,93,google,0
0,1,1,1,1,1,1,0,4,10,google,0
0,1,1,1,1,1,1,0,3,279,google,0
0,1,1,1,1,1,1,0,3,4,google,0
0,1,1,1,1,1,2,50,1.5,4,google,0
0,1,1,1,1,1,1,0,3,102,google,0
0,1,1,1,1,1,1,0,2,1605,google,0
0,1,1,1,1,1,2,50,7,1119,google,0
0,1,1,1,1,1,1,0,3,104,google,0
0,1,1,1,1,1,1,0,3,134,google,0
0,1,1,1,1,1,1,0,5,22,google,0
0,1,1,1,1,1,1,0,6,72,google,0
0,1,1,1,1,1,3,33.333332,1.6666666,123,google,0
0,1,1,1,1,1,7,85.71429,1.5714285,3,google,0
0,1,1,1,1,1,10,60,1.7,747,google,0
0,1,1,1,1,1,4,25,2.25,612,google,0
0,1,1,1,1,1,1,0,5,742,google,0
0,1,1,1,1,1,5,80,1.2,1548,google,0
0,1,1,1,1,1,2,0,2.5,1685,google,0
0,1,1,1,1,1,5,40,2,277,google,0
0,1,1,1,1,1,1,0,2,902,google,0
0,1,1,1,1,1,1,0,3,154,google,0
0,1,1,1,1,1,1,0,2,84,google,0
0,1,1,1,1,1,1,0,3,1323,google,0
0,1,1,1,1,1,1,0,3,975,google,0
0,1,1,1,1,1,1,0,10,293,google,0
0,1,1,1,1,1,1,0,2,63,google,0
0,1,1,1,1,1,1,0,3,1105,google,0
0,1,1,1,1,1,1,0,5,323,google,0
0,1,1,1,1,1,1,0,3,21,google,0
0,1,1,1,1,1,1,0,5,313,google,0
0,1,1,1,1,1,1,0,3,1302,google,0
0,1,1,1,1,1,1,0,6,171,google,0
0,1,1,1,1,1,1,0,3,149,google,0
0,1,1,1,1,1,7,71.42857,1.2857143,603,google,0
0,1,1,1,1,1,2,50,1.5,107,google,0
0,1,1,1,1,1,1,0,3,1276,google,0
0,1,1,1,1,1,1,0,6,254,google,0
0,1,1,1,1,1,2,50,1.5,248,google,0
0,1,1,1,1,1,4,50,1.75,450,google,0
0,1,1,1,1,1,1,0,3,376,google,0
0,1,1,1,1,1,1,0,2,1295,google,0
0,1,1,1,1,1,2,50,1.5,516,google,0
0,1,1,1,1,1,6,50,1.6666666,109,google,0
0,1,1,1,1,1,1,0,6,67,google,0
0,1,1,1,1,1,1,0,3,523,google,0
0,1,1,1,1,1,2,0,2,636,google,0
0,1,1,1,1,1,1,0,2,100,google,0
0,1,1,1,1,1,7,85.71429,1.5714285,193,google,0
0,1,1,1,1,1,5,40,12,2029,google,0
0,1,1,1,1,1,1,0,2,211,google,0
0,1,1,1,1,1,4,75,1.75,227,google,0
0,1,1,1,1,1,2,50,3,1156,google,0
0,1,1,1,1,1,4,50,2,437,google,0
0,1,1,1,1,1,1,0,3,199,google,0
0,1,1,1,1,1,1,0,2,456,google,0
0,1,1,1,1,1,1,0,5,696,google,0
0,1,1,1,1,1,1,0,4,1243,google,0
0,1,1,1,1,1,1,0,3,54,google,0
0,1,1,1,1,1,1,0,2,492,google,0
0,1,1,1,1,1,1,0,4,86,google,0
0,1,1,1,1,1,1,0,49,100,google,0
0,1,1,1,1,1,1,0,5,197,google,0
0,1,1,1,1,1,2,0,4.5,264,google,0
0,1,1,1,1,1,2,50,1.5,14,google,0
0,1,1,1,1,1,2,50,1.5,44,google,0
0,1,1,1,1,1,1,0,2,813,google,0
0,1,1,1,1,1,1,0,3,446,google,0
0,1,1,1,1,1,1,0,11,1379,google.at,0
0,1,1,1,1,1,1,100,1,0,google.co.th,0
0,1,1,1,1,1,1,100,1,0,google.com.ph,0
0,1,1,1,1,1,1,100,1,0,google.com,0
0,1,1,0,1,1,1,100,1,0,google.com,0
0,1,1,0,0,1,1,0,2,2,google.de,0
0,1,1,0,0,1,2,50,2.5,125,google.de,0
0,1,1,0,0,1,4,100,1,0,google.de,0
0,1,1,0,0,1,1,100,1,0,google.de,0
0,1,1,0,0,1,3,66.666664,1.3333334,24,google.de,0
0,1,1,0,0,1,1,0,2,18,google.de,0
0,1,1,0,0,1,2,50,2.5,76,google.de,0
0,1,1,0,0,1,1,0,2,20,google.de,0
0,1,1,0,0,1,2,100,1,0,google.de,0
0,1,1,0,0,1,1,0,2,5,google.de,0
0,1,1,0,0,1,3,66.666664,1.3333334,11,google.de,0
0,1,1,0,0,1,1,0,2,107,google.de,0
0,1,1,0,0,1,1,0,2,4,google.de,0
0,1,1,0,0,1,26,84.61539,1.1923077,198,google.de,0
0,1,1,1,1,1,1,0,4,205,google.de,0
0,1,1,1,1,1,1,100,1,0,google.de,0
0,1,1,1,1,1,1,0,2,6,google.de,0
0,1,1,1,1,1,1,0,2,3,google.de,0
0,1,1,1,1,1,2,100,1,0,google.de,0
0,1,1,1,1,1,1,0,3,27,google.de,0
0,1,1,1,1,1,3,33.333332,2.3333333,58,google.de,0
0,1,1,1,1,1,1,0,15,630,google.de,0
0,1,1,1,1,1,2,50,1.5,380,google.de,0
0,1,1,1,1,1,1,0,3,164,google.de,0
0,1,1,1,1,1,2,0,3.5,320,google.de,0
0,1,1,1,1,1,1,0,2,18,google.de,0
0,1,1,1,1,1,1,0,2,687,google.de,0
0,1,1,1,1,1,1,0,3,770,google.de,0
0,1,1,1,1,1,2,50,1.5,221,google.de,0
0,1,1,1,1,1,1,0,2,5,google.de,0
0,1,1,1,1,1,1,0,3,94,google.de,0
0,1,1,1,1,1,1,0,6,303,google.de,0
0,1,1,1,1,1,1,0,2,10,google.de,0
0,1,1,1,1,1,1,0,2,12,google.de,0
0,1,1,1,1,1,1,0,2,31,google.de,0
0,1,1,1,1,1,1,0,2,19,google.de,0
0,1,1,1,1,1,1,0,2,640,google.de,0
0,1,1,1,1,1,1,0,2,8,google.de,0
0,1,1,1,1,1,1,0,2,15,google.de,0
0,1,1,1,1,1,2,50,1.5,4,google.de,0
0,1,1,1,1,1,8,87.5,1.125,10,google.de,0
0,1,1,1,1,1,3,100,1,0,google.de,0
